Date,AAPL,ADBE,AMZN,AON,BA,BK,CAT,COST,CSCO,CVX,DIS,FDX,GE,GOOG,GOOGL,GS,HD,IBM,INTC,JCI,JNJ,KO,MCD,MRK,MSFT,NVDA,PEP,PFE,PG,SPGI,T,UNH,WMT,XOM
2009-03-25,3.23746970323336,22.0,3.6545000076293945,33.41712320980381,27.297752381689637,18.582067914082103,19.801899935778636,32.79384125478328,10.86322508602062,36.76905276728944,15.599848416835526,37.63597133061831,36.642639320132275,8.68614738746271,8.727044701493567,84.58856718476744,15.767685619785532,54.42969328291386,9.539082717458536,6.449518569685115,33.02175806782947,13.544603806867508,34.63605686833095,15.451555564788544,13.290083660722752,0.23108427418915273,32.59613073731112,7.067125901511004,29.8573182311117,17.323276996533398,6.118889740843679,16.920786541756627,12.14203597804085,38.53968987669679
2009-03-26,3.244992107782492,22.18000030517578,3.6735000610351562,34.07417078026316,28.275110830649066,19.48884844908341,19.427408543125868,33.4002079885987,11.060735716663045,37.42650042612043,15.8890467363436,36.68838671108215,37.01793776751167,8.7538210827779,8.795038203820733,85.25073921470032,16.133591653712735,54.42968043429821,9.633968525042727,6.491295244159742,33.08408519498791,13.712393251105185,35.552256884244336,15.346549199063242,13.430525197689628,0.23154278884071627,33.07061817115954,7.21878514813006,30.21409637732025,17.443995104096853,6.098085762120165,16.825407978709183,12.329130363831366,39.08157943512791
2009-03-27,3.257030388101602,22.559999465942383,3.5804998874664307,33.54347067493364,28.964560000412124,19.614403561802725,19.84132527332116,33.61878874140499,11.192413715265157,36.62588803296924,15.999623802161635,38.9441900415299,36.74498846772313,8.676229307834681,8.717081854899709,83.43159156532334,16.14036722945213,53.05887107762721,9.798436444719627,6.523429169186527,32.841017629187704,13.553753766751589,35.53303058472411,14.882346071547053,13.704010783248917,0.23956651324722017,32.86458170024678,7.188453023709525,30.176530310825296,18.538013180004718,5.996372832620316,16.928737446351985,12.400177049056927,38.733224450148604
2009-03-30,3.145082390176861,21.329999923706055,3.5199999809265137,32.431526858295705,27.752344165825683,18.74947660461514,19.27631222062915,32.82909131352475,10.909311679475918,35.809400530636566,15.412720771383775,37.73660554958812,35.24379549568854,8.49155162737999,8.531533700329346,79.2451589461526,15.74735901784214,50.853377373751236,9.545408444372413,6.2663490945959675,32.74752660805131,13.575114645033374,34.59762455850113,14.799446149432969,13.112689065887887,0.23062569645824757,32.50248822409907,7.016579481564206,30.070134847507365,18.06268812386921,5.8923510818724605,16.25317134117623,12.314910853144436,37.8982929747388
2009-03-31,3.1733698239566266,20.93000030517578,3.630500078201294,33.47610526039315,27.199260136686483,18.7913263491351,18.50104604912967,32.77267713519005,10.882981322286982,35.756371073168495,15.361681631887224,37.37602655053931,35.243804151436514,8.649706738163013,8.690432899634056,78.2556498623277,15.937084409602727,52.489520161353546,9.43154522772338,6.166730240537198,33.25861180447123,13.504944403837394,34.789829746322724,14.816031565347838,13.179211901840976,0.22787477151249003,32.62735169665732,6.976134582685116,29.769688672518463,17.27800129460567,5.88079172104135,16.59531964918992,12.324391265805044,38.17476850485046
2009-04-01,3.132443094542421,20.93000030517578,3.6510000228881836,33.75405760447585,26.153719116003025,19.18194124425511,18.067419280959164,32.20156724666298,10.869808338700556,34.992901535686464,15.24260013319004,37.11606068276013,33.810856585003,8.522041626803425,8.562167441286066,79.23755820432197,15.686370514885098,53.136245707434966,9.342986502784687,6.179584590040121,32.597924685921704,13.349367459138659,34.789825829904395,14.639187643937781,13.474876415405289,0.22328970403197176,31.84693712579552,6.869978415085134,29.262671198489123,16.961109364831593,5.7259130777220735,16.404289366660795,12.168086104373064,37.06889014670619
2009-04-02,3.3145094656484386,22.790000915527344,3.68149995803833,34.748071350417085,27.396254225021398,20.78623802457817,19.900444677482216,33.012410843334415,11.738865117776315,37.11367874203856,16.373883738554493,38.55006042662008,36.67675191778071,9.006175300664866,9.048580998855986,87.69411364345285,16.472390782574724,54.8055767494057,9.728848119451552,6.565204425696327,33.21498905740964,13.819153426107892,35.840570689749256,15.037082676017528,14.41361134940608,0.2404834241421247,33.04563676217468,7.107570527810576,30.49577557683273,17.813696828762442,6.125826479389627,16.850014209685675,12.632262550092307,39.10921487951025
2009-04-03,3.436387496504707,23.25,3.821000099182129,33.669828581088225,28.20692166200038,19.802736884608247,20.76111585077789,33.74571105479688,12.048307240420044,37.06066118785328,16.9352779130033,40.51236667039764,36.88146442775805,9.035676040415423,9.078219649886675,85.85968845574583,16.729873308805836,55.12616612628156,9.886992995529907,6.648756577480886,33.03422979326024,13.84050953808519,36.00715303279291,14.921030255409537,14.140115654697293,0.24277594955334783,33.08934768385462,6.8699801924369766,31.00903973055078,18.213586316040374,6.176681665257045,16.754506752660934,12.717521134266892,38.572881955560426
2009-04-06,3.4589590309259153,23.850000381469727,3.86299991607666,33.44238659327781,28.39633059016515,19.77483358643593,20.839948248446046,33.957243571572576,11.561101828195401,36.97584018143051,16.82469885211035,41.53544306322027,37.01792293281284,9.09764735244884,9.14048463789084,88.2954467787114,16.79086527554716,55.772882231137544,9.899645335790261,6.668036380936892,32.42963487125869,13.636119216358047,36.18013556693711,14.523137849286796,13.704014108277592,0.25515551555853566,32.802162820584336,6.854815520196402,30.958960388715433,18.198487273604275,6.1027067348478425,16.18143998573292,12.648842594281005,38.517589336007724
2009-04-07,3.506807871037182,23.610000610351562,3.8485000133514404,32.66739474921198,28.41906394424253,19.105211820406733,19.966156235258826,33.16047164863766,11.324092714739338,36.61530401018138,16.484459898061065,39.791161455658795,37.18852628314687,8.988574684025167,9.030896955457886,86.77310096893572,16.58080112829449,55.36935976376635,9.868016504260304,6.526643193294607,32.34237301634073,13.678830502401173,35.648364228996975,14.66682257050315,13.866628646850586,0.25515555655865957,32.81464753683704,6.885145282121266,30.93392557767421,17.715608558188507,6.081225833808708,17.03309078694898,12.542269833432837,38.16923778519399
